Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
135,Entry long,2025-05-16 10:00,Long trade,21436.5,3,128619,-330,-0.26,123,0.10,-330,-0.26,8046,0.01
136,Exit long,2025-05-16 10:45,Exit Long,21379,3,127959,315,0.25,315,0.25,-39,-0.03,8361,0.01
136,Entry long,2025-05-16 10:45,Long trade,21326.5,3,127959,315,0.25,315,0.25,-39,-0.03,8361,0.01
137,Exit long,2025-05-16 12:15,Exit Long,21443.75,3,128347.5,315,0.25,315,0.25,-120,-0.09,8676,0.01
137,Entry long,2025-05-16 11:00,Long trade,21391.25,3,128347.5,315,0.25,315,0.25,-120,-0.09,8676,0.01
138,Exit short,2025-05-16 15:00,Exit Short,21495,3,128611.5,-358.5,-0.28,118.5,0.09,-358.5,-0.28,8317.5,0.01
138,Entry short,2025-05-16 12:30,Short trade,21435.25,3,128611.5,-358.5,-0.28,118.5,0.09,-358.5,-0.28,8317.5,0.01
139,Exit long,2025-05-19 10:00,Exit Long,21408.75,3,128137.5,315,0.25,315,0.25,-54,-0.04,8632.5,0.01
139,Entry long,2025-05-19 10:00,Long trade,21356.25,3,128137.5,315,0.25,315,0.25,-54,-0.04,8632.5,0.01
140,Exit long,2025-05-19 11:30,Exit Long,21473,3,128520,318,0.25,318,0.25,-262.5,-0.20,8950.5,0.01
140,Entry long,2025-05-19 10:15,Long trade,21420,3,128520,318,0.25,318,0.25,-262.5,-0.20,8950.5,0.01
141,Exit long,2025-05-20 10:30,Exit Long,21447,3,128365.5,316.5,0.25,316.5,0.25,-190.5,-0.15,9267,0.01
141,Entry long,2025-05-20 10:00,Long trade,21394.25,3,128365.5,316.5,0.25,316.5,0.25,-190.5,-0.15,9267,0.01
142,Exit short,2025-05-20 11:00,Exit Short,21393,3,128671.5,313.5,0.24,313.5,0.24,-36,-0.03,9580.5,0.01
142,Entry short,2025-05-20 10:45,Short trade,21445.25,3,128671.5,313.5,0.24,313.5,0.24,-36,-0.03,9580.5,0.01
143,Exit long,2025-05-21 10:00,Exit Long,21426.5,3,128245.5,313.5,0.24,313.5,0.24,-72,-0.06,9894,0.01
143,Entry long,2025-05-21 10:00,Long trade,21374.25,3,128245.5,313.5,0.24,313.5,0.24,-72,-0.06,9894,0.01
